Name,Score,Rank,Type,Episodes,Premiered,Producers,Studios,Genres,Popularity,Members,Favorites,From,To
Ai Yori Aoshi,7.11,3504,TV,24,Spring,"['Movic', 'Cosmic Ray', 'Pioneer LDC', 'Fuji TV']",['J.C.Staff'],"['Drama', 'Comedy', 'Romance']",1771,106168,434,2002-04-11,2002-09-26
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.: Menma e no Tegami,7.11,3505,Special,1,,"['add some', 'None found, ']",['A-1 Pictures'],"['Drama', 'Comedy']",4120,23101,28,2012-02-22,2012-02-22
Ao no Exorcist: Kyoto Fujouou-hen OVA,7.11,3506,OVA,2,,"['add some', 'None found, ']",['A-1 Pictures'],"['Fantasy', 'Supernatural', 'Action']",2362,66425,59,2017-04-04,2017-10-04
Aoi Hana,7.11,3507,TV,11,Summer,"['Fujipacific Music', 'Fuji TV']",['J.C.Staff'],"['Girls Love', 'Slice of Life', 'Romance']",1905,94540,388,2009-07-02,2009-09-10
Black Blood Brothers,7.11,3508,TV,12,Fall,"['Happinet Pictures', 'Toshiba Entertainment']",['Group TAC'],"['Fantasy', 'Supernatural', 'Comedy', 'Action']",1838,99426,404,2006-09-08,2006-11-24
Burn the Witch,7.11,3509,Movie,3,,"['Twin Engine', 'Bandai Namco Arts', 'Shueisha']","['Studio Colorido', 'team Yamahitsuji']","['Fantasy', 'Action']",1014,206693,541,2020-10-02,2020-10-02
Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys,7.11,3510,Movie,1,,['TV Asahi'],['Shin-Ei Animation'],"['Adventure', 'Fantasy', 'Comedy', 'Action']",8571,3666,2,2004-04-17,2004-04-17
Doraemon Movie 10: Nobita no Nippon Tanjou,7.11,3511,Movie,1,,"['add some', 'None found, ']",['Shin-Ei Animation'],"['Adventure', 'Fantasy', 'Comedy']",8040,4476,1,1989-03-11,1989-03-11
Guilty Crown: Kiseki - Reassortment,7.11,3512,Special,1,,"['add some', 'None found, ']",['Production I.G'],"['Sci-Fi', 'Action']",3231,37573,37,2012-01-03,2012-01-03
Hakuouki: Hekketsuroku - Kyoto Kaisouroku,7.11,3513,Special,1,,"['add some', 'None found, ']",['Studio Deen'],"['Drama', 'Supernatural', 'Action']",5123,13584,15,2010-10-03,2010-10-03
Hakuouki: Reimeiroku OVA,7.11,3514,OVA,2,,"['add some', 'None found, ']",['Studio Deen'],"['Supernatural', 'Action']",7995,4538,5,2013-05-22,2013-05-22
Hayate no Gotoku! OVA,7.11,3515,OVA,3,,"['add some', 'None found, ']",['Manglobe'],"['Comedy', 'Romance']",5279,12744,4,2014-06-18,2014-12-16
Hinamatsuri,7.11,3516,OVA,1,,['Gakken'],"['add some', 'None found, ']",,10517,1849,3,,
Kaginado,7.11,3517,TV,12,Fall,"['Tohokushinsha Film Corporation', 'Visual Arts']",['LIDENFILMS Kyoto Studio'],"['Slice of Life', 'Comedy']",3853,26522,128,2021-10-13,2021-12-29
Kamisama Kazoku,7.11,3518,TV,13,Spring,"['Sony Music Entertainment', 'Animax']",['Toei Animation'],"['Drama', 'Fantasy', 'Comedy', 'Romance']",2866,46678,84,2006-05-18,2006-08-10
Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie,7.11,3519,Movie,1,,"['add some', 'None found, ']",['Gallop'],"['Mystery', 'Comedy', 'Action']",10202,2042,0,1999-12-23,1999-12-23
A-Channel+smile,7.1,3520,OVA,2,,"['Mainichi Broadcasting System', 'Dentsu', 'Aniplex']",['Studio Gokumi'],"['Slice of Life', 'Comedy']",4216,21814,11,2012-03-21,2012-03-21
Accel World EX,7.1,3521,OVA,2,,"['add some', 'None found, ']",['Sunrise'],"['Sci-Fi', 'Romance', 'Action']",1715,110003,93,2012-09-13,2013-01-31
Adachi to Shimamura,7.1,3522,TV,12,Fall,"['Pony Canyon', 'Kadokawa']",['Tezuka Productions'],"['Girls Love', 'Slice of Life', 'Romance']",1221,169360,1372,2020-10-09,2020-12-25
Alice to Zouroku,7.1,3523,TV,12,Spring,"['Tokyo MX', 'Hakuhodo DY Music & Pictures', 'Tokuma Shoten', 'Sony PCL', 'Bandai Visual', 'Lantis']",['J.C.Staff'],"['Adventure', 'Mystery']",1678,112780,221,2017-04-02,2017-06-25
Anime Sanjuushi,7.1,3524,TV,52,Fall,"['NHK', 'Gakken']",['Gallop'],"['Adventure', 'Drama', 'Romance']",7832,4788,26,1987-10-09,1989-02-17
Bakumatsu Kikansetsu Irohanihoheto,7.1,3525,ONA,26,,['Bandai Visual'],['Sunrise'],"['Drama', 'Action']",3229,37591,126,2006-10-06,2007-04-06
Battle Spirits: Brave,7.1,3526,TV,50,Fall,['Nagoya Broadcasting Network'],['Sunrise'],"['Adventure', 'Sci-Fi']",8424,3898,18,2010-09-12,2011-09-11
Black Bullet,7.1,3527,TV,13,Spring,"['AT-X', 'NBCUniversal Entertainment Japan', 'Geneon Universal Entertainment', 'Showgate']","['Kinema Citrus', 'Orange']","['Sci-Fi', 'Mystery', 'Action']",163,868065,3661,2014-04-08,2014-07-01
Black★Rock Shooter (OVA),7.1,3528,OVA,1,,"['Good Smile Company', 'Rakuonsha']",['Ordet'],"['Drama', 'Action']",1212,171176,782,2010-07-24,2010-07-24
Boku no Chikyuu wo Mamotte,7.1,3529,OVA,6,,"['Victor Entertainment', 'Hakusensha']",['Production I.G'],"['Drama', 'Sci-Fi']",4581,18207,134,1993-12-17,1994-09-23
Chibi Maruko-chan Movie,7.1,3530,Movie,1,,"['add some', 'None found, ']",['Nippon Animation'],['Comedy'],10370,1936,3,1990-12-15,1990-12-15
Digimon Adventure 02 Movies,7.1,3531,Movie,2,,['Bandai Visual'],['Toei Animation'],"['Adventure', 'Fantasy', 'Sci-Fi']",2959,44224,41,2000-07-08,2000-07-08
Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,7.1,3532,TV,24,Spring,['TV Asahi'],['Toei Animation'],"['Adventure', 'Fantasy', 'Comedy', 'Action']",3876,26192,47,2011-04-03,2011-09-25
Doraemon Movie 01: Nobita no Kyouryuu,7.1,3533,Movie,1,,"['add some', 'None found, ']",['Shin-Ei Animation'],"['Adventure', 'Comedy']",6367,7969,3,1980-03-15,1980-03-15
Dorohedoro: Ma no Omake,7.1,3534,Special,6,,"['add some', 'None found, ']",['MAPPA'],"['Fantasy', 'Horror', 'Comedy', 'Action']",2844,47377,74,2020-06-17,2020-06-17
Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,7.1,3535,Movie,1,,"['add some', 'None found, ']",['Toei Animation'],"['Adventure', 'Fantasy', 'Sci-Fi', 'Comedy', 'Action']",1681,112581,50,1993-07-10,1993-07-10
Echo,7.1,3536,Music,1,,"['add some', 'None found, ']","['add some', 'None found, ']",['Action'],10519,1849,59,2022-03-02,2022-03-02
Feng Ling Yu Xiu,7.1,3537,ONA,12,,"['add some', 'None found, ']",['Sunflowers'],['Adventure'],9444,2671,24,2017-03-31,2021-02-27
Final Fantasy VII: On the Way to a Smile - Episode: Denzel,7.1,3538,OVA,1,,['Square Enix'],['A-1 Pictures'],"['Fantasy', 'Action']",3933,25376,11,2009-04-16,2009-04-16
Genji Tsuushin Agedama,7.1,3539,TV,51,Fall,['Nihon Ad Systems'],['Gallop'],"['Sci-Fi', 'Comedy', 'Action']",11042,1485,4,1991-10-04,1992-09-25
Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,7.1,3540,OVA,1,,"['add some', 'None found, ']",['Xebec'],"['Sci-Fi', 'Comedy']",3588,30774,17,2012-11-23,2012-11-23
Hokuto no Ken: Yuria-den,7.1,3541,OVA,1,,['North Stars Pictures'],['TMS Entertainment'],"['Adventure', 'Drama', 'Action']",6261,8315,7,2007-02-23,2007-02-23
Junkers Come Here,7.1,3542,Movie,1,,"['Kadokawa Shoten', 'Bandai Visual']",['Triangle Staff'],"['Drama', 'Award Winning']",7063,6160,7,1995-03-18,1995-03-18
Karneval (TV),7.1,3543,TV,13,Spring,"['Ichijinsha', 'Bandai Visual', 'Lantis']",['Manglobe'],"['Fantasy', 'Sci-Fi', 'Mystery', 'Action']",1007,207448,1141,2013-04-04,2013-06-27
Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,7.1,3544,Special,1,,['Yomiuri Telecasting'],['Toei Animation'],['Mystery'],10432,1900,1,2015-12-26,2015-12-26
Wu Geng Ji Zhi San Jie,7.1,3545,ONA,42,,['Tencent Penguin Pictures'],['Sparkly Key Animation Studio'],"['Fantasy', 'Supernatural', 'Action']",9933,2238,10,2019-12-20,2020-10-09
Yes ka No ka Hanbun ka,7.1,3546,Movie,1,,"['add some', 'None found, ']",['Lesprit'],"['Drama', 'Boys Love']",2881,46239,240,2020-12-11,2020-12-11
Yoake Mae yori Ruriiro na: Crescent Love,7.1,3547,TV,12,Fall,"['Memory-Tech', 'Alchemist', 'Movic', 'Frontier Works']",['Daume'],"['Sci-Fi', 'Comedy', 'Romance']",3176,38866,150,2006-10-05,2006-12-21
Yuragi-sou no Yuuna-san OVA,7.1,3548,OVA,4,,['Shueisha'],"['Xebec', 'Signal.MD']","['Supernatural', 'Comedy', 'Romance', 'Ecchi']",2642,54750,72,2018-07-04,2020-12-04
Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu,7.1,3549,Movie,1,,"['add some', 'None found, ']",['Toei Animation'],"['Adventure', 'Supernatural']",6767,6883,4,2005-08-06,2005-08-06
Kyoushoku Soukou Guyver (1989),7.1,3550,OVA,6,,['animate Film'],['Visual 80'],"['Sci-Fi', 'Horror', 'Action']",5232,12975,106,1989-09-25,1990-02-25
Lie Huo Jiao Chou,7.1,3551,ONA,12,,['bilibili'],['Shenying Animation'],"['Drama', 'Supernatural', 'Action']",6965,6364,55,2021-10-07,2021-12-16
Mazinkaiser: Shitou! Ankoku Dai Shogun,7.1,3552,OVA,1,,"['Dynamic Planning', 'Bee Media']","[""Brain's Base""]",['Action'],7973,4564,11,2003-07-25,2003-07-25
Mudai,7.1,3553,Music,1,,['pH Studio'],"['add some', 'None found, ']","['Drama', 'Slice of Life', 'Romance']",7730,4953,14,2015-05-07,2015-05-07
Muteki Kanban Musume,7.1,3554,TV,12,Summer,"['Yomiuri Telecasting', 'Toshiba Entertainment', 'Geneon Universal Entertainment', 'Yomiuri Advertising']",['Telecom Animation Film'],"['Comedy', 'Action']",4439,19501,58,2006-07-05,2006-09-20
Pokemon Advanced Generation,7.1,3555,TV,192,Fall,"['TV Tokyo', 'Studio Jack', 'TV Tokyo Music', 'Shogakukan-Shueisha Productions']",['OLM'],"['Adventure', 'Fantasy', 'Comedy', 'Action']",1170,176574,249,2002-11-21,2006-09-14
RD Sennou Chousashitsu,7.1,3556,TV,26,Spring,"['Nippon Television Network', 'VAP', 'D.N. Dream Partners']",['Production I.G'],"['Sci-Fi', 'Action']",3921,25530,49,2008-04-09,2008-10-01
Re: Cutey Honey,7.1,3557,OVA,3,,['Toei Video'],"['Toei Animation', 'Gainax']","['Girls Love', 'Sci-Fi', 'Comedy', 'Ecchi', 'Action']",3818,27093,150,2004-07-24,2004-09-25
Robin Hood no Daibouken,7.1,3558,TV,52,Summer,['NHK'],['Tatsunoko Production'],"['Adventure', 'Romance']",6283,8239,29,1990-07-29,1992-10-28
Sansha Sanyou,7.1,3559,TV,12,Spring,"['TOHO animation', 'AT-X', 'RAY', 'DAX Production', 'Houbunsha']",['Doga Kobo'],"['Slice of Life', 'Comedy']",2507,60267,117,2016-04-11,2016-06-27
Show by Rock!! Stars!!,7.1,3560,TV,12,Winter,"['Tokyo MX', 'Sanrio', 'KlockWorx', 'Dentsu', 'Hokkaido Cultural Broadcasting', 'Sammy', 'Pony Canyon', 'FuRyu', 'Sony Music Solutions', '81 Produce', 'Square Enix', 'BS Fuji']",['Kinema Citrus'],['Comedy'],5696,10438,45,2021-01-07,2021-03-25
Tennis no Ouji-sama: Another Story - Kako to Mirai no Message Specials,7.1,3561,Special,2,,['M.S.C'],"['add some', 'None found, ']",['Comedy'],7083,6125,3,2009-05-26,2009-09-25
Tensei shitara Slime Datta Ken 2nd Season: Kanwa - Veldora Nikki 2,7.1,3562,Special,1,,"['add some', 'None found, ']",['8bit'],"['Adventure', 'Fantasy', 'Comedy', 'Action']",2934,44706,273,2021-06-29,2021-06-29
"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",7.1,3563,TV,12,Summer,"['Hobby Japan', 'Genco', 'ZERO-A', 'Asmik Ace', 'BS11', 'Muse Communication']",['Maho Film'],"['Fantasy', 'Slice of Life']",1076,192504,687,2019-07-04,2019-09-19
Kuroshitsuji Picture Drama,7.09,3564,Special,1,,"['add some', 'None found, ']",['A-1 Pictures'],['Supernatural'],4231,21541,47,2010-01-31,2010-01-31
Kyoukaisen,7.09,3565,Music,1,,"['add some', 'None found, ']","['add some', 'None found, ']",['Mystery'],9108,3013,14,2021-10-10,2021-10-10
Mahoromatic Summer Special,7.09,3566,Special,1,,"['add some', 'None found, ']","['Shaft', 'Gainax']","['Sci-Fi', 'Comedy', 'Romance', 'Ecchi']",5592,10920,3,2003-08-15,2003-08-15
Minami no Niji no Lucy,7.09,3567,TV,50,Winter,"['add some', 'None found, ']",['Nippon Animation'],"['Adventure', 'Drama', 'Slice of Life']",9839,2317,7,1982-01-10,1982-12-26
Mutafukaz,7.09,3568,Movie,1,,['Ankama'],"['Ankama Animations', 'Studio 4°C']","['Sci-Fi', 'Action']",4416,19748,86,2018-10-12,2018-10-12
Muteki Koujin Daitarn 3,7.09,3569,TV,40,Summer,['Sotsu'],['Sunrise'],['Sci-Fi'],8714,3453,10,1978-06-03,1979-03-31
Muumin,7.09,3570,TV,65,Fall,['Tokyo Movie Shinsha'],['Mushi Production'],"['Adventure', 'Fantasy', 'Slice of Life', 'Comedy']",7090,6109,35,1969-10-05,1970-12-27
Muv-Luv Alternative: Total Eclipse,7.09,3571,TV,24,Summer,"['TV Tokyo', 'Magic Capsule', 'Nippon Cultural Broadcasting', 'AT-X', 'Avex Entertainment']","['Satelight', 'ixtl']","['Sci-Fi', 'Action']",1945,91286,325,2012-07-02,2012-12-24
My Little Goat,7.09,3572,Movie,1,,['Geidai Animation'],"['add some', 'None found, ']","['Drama', 'Horror']",11965,1059,2,,
Nasu: Suitcase no Wataridori,7.09,3573,OVA,1,,"['add some', 'None found, ']",['Madhouse'],"['Drama', 'Sports']",8588,3647,4,2007-10-24,2007-10-24
Negima!? Natsu Special!?,7.09,3574,OVA,1,,['Starchild Records'],"['GANSIS', 'Shaft']","['Fantasy', 'Comedy', 'Romance', 'Ecchi']",4664,17375,13,2006-11-22,2006-11-22
Nobunaga no Shinobi,7.09,3575,TV,26,Fall,"['add some', 'None found, ']",['TMS Entertainment'],['Comedy'],4058,23785,26,2016-10-04,2017-03-28
One Piece Movie 01,7.09,3576,Movie,1,,"['add some', 'None found, ']",['Toei Animation'],"['Adventure', 'Fantasy', 'Action']",1648,115482,286,2000-03-04,2000-03-04
One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,7.09,3577,Special,1,,"['Fuji TV', 'TAP']",['Toei Animation'],"['Adventure', 'Fantasy', 'Action']",4752,16543,10,1999-12-22,1999-12-22
Pokemon Movie 20: Kimi ni Kimeta!,7.09,3578,Movie,1,,"['JR East Marketing & Communications', 'TV Tokyo', 'Toho', 'Shogakukan']",['OLM'],"['Adventure', 'Comedy', 'Action']",2702,52362,56,2017-07-15,2017-07-15
Sanzoku no Musume Ronja,7.09,3579,TV,26,Fall,"['Dwango', 'NHK']","['Polygon Pictures', 'Studio Ghibli']",['Adventure'],3738,28414,70,2014-10-11,2015-03-28
Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi,7.09,3580,Movie,1,,"['add some', 'None found, ']",['Group TAC'],"['Drama', 'Sci-Fi', 'Action']",8324,4038,10,1978-08-05,1978-08-05
Sayonara Gokko,7.09,3581,Music,1,,"['add some', 'None found, ']","['add some', 'None found, ']",['Avant Garde'],8510,3767,1,2019-02-12,2019-02-12
Semantic Error,7.09,3582,ONA,4,,"['add some', 'None found, ']","['add some', 'None found, ']","['Slice of Life', 'Boys Love']",8903,3243,30,2021-03-12,2021-04-01
